vehicle_record_id,observation_id,batch_no,model_code,brand,manufacturer,product_name,common_name,detail_url,publish_date,source,stage,record_quality,source_vehicle_type,vehicle_category,vehicle_subcategory,analysis_scope,catalog_no,source_section,vehicle_tax_match_flag,purchase_tax_match_flag,multi_enterprise_count,multi_brand_flag,tax_catalog_match_flag
405:JRV5052X,405:JRV5052X:confirmed,405,JRV5052X,江旅,江西江铃汽车集团旅居车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十四)26,民用改装车生产企业,0,0,1,0,0
405:LMS5055X,405:LMS5055X:confirmed,405,LMS5055X,罗曼特斯,江苏罗曼特斯房车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十)170,民用改装车生产企业,0,0,1,0,0
405:LZR5030X,405:LZR5030X:confirmed,405,LZR5030X,览众之星,河北览众专用汽车制造有限公司,插电式混合动力旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,插电式混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(三)83,民用改装车生产企业,0,1,1,0,1
405:MR6521,405:MR6521:confirmed,405,MR6521,极氪,浙江吉利汽车有限公司,纯电动多用途乘用车,009,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,0,1,1,0,1
405:MR7002,405:MR7002:confirmed,405,MR7002,领克,浙江吉利汽车有限公司,纯电动轿车,领克10,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,0,1,1,0,1
405:MYY5033X,405:MYY5033X:confirmed,405,MYY5033X,迷野,三创联盟(沧州临港)科技有限公司,插电式增程混合动力旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,插电式增程混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(三)119,民用改装车生产企业,0,0,1,0,0
405:QCJ2042,405:QCJ2042:confirmed,405,QCJ2042,方程豹,比亚迪汽车工业有限公司,插电式混合动力越野乘用车,方程豹豹8,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,1,1,1,0,1
405:QCJ6500,405:QCJ6500:confirmed,405,QCJ6500,方程豹,比亚迪汽车工业有限公司,纯电动多用途乘用车,方程豹钛7,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,0,1,1,0,1
405:QCJ6520,405:QCJ6520:confirmed,405,QCJ6520,腾势,比亚迪汽车工业有限公司,插电式混合动力多用途乘用车,腾势N8L,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,1,0,1,0,1
405:QCJ6530,405:QCJ6530:confirmed,405,QCJ6530,腾势,比亚迪汽车工业有限公司,插电式混合动力多用途乘用车,腾势N9,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,79,一、汽车生产企业,1,0,1,0,1
405:QHV5030X,405:QHV5030X:confirmed,405,QHV5030X,启敬,启航汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十一)64,民用改装车生产企业,0,0,1,0,0
405:SC6460,405:SC6460:confirmed,405,SC6460,长安,重庆长安汽车股份有限公司,混合动力运动型乘用车,CS55 HEV,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,混合动力运动型乘用车,passenger_vehicle,suv_mpv,in_scope,96,一、汽车生产企业,1,0,1,0,1
405:SC6480,405:SC6480:confirmed,405,SC6480,长安,合肥长安汽车有限公司,混合动力多用途乘用车,CS75 HEV,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,96,一、汽车生产企业,1,0,1,0,1
405:SC7150,405:SC7150:confirmed,405,SC7150,长安,重庆长安汽车股份有限公司,混合动力轿车,UNI-V,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,混合动力轿车,passenger_vehicle,sedan,in_scope,96,一、汽车生产企业,1,0,1,0,1
405:SDS5043X,405:SDS5043X:confirmed,405,SDS5043X,舜德,湖北舜德专用汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)116,民用改装车生产企业,0,0,1,0,0
405:SJQ5033X,405:SJQ5033X:confirmed,405,SJQ5033X,大衡辉,河北凯泰专用汽车制造股份有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(三)91,民用改装车生产企业,0,0,1,0,0
405:SKE6530,405:SKE6530:confirmed,405,SKE6530,问界,赛力斯汽车有限公司,插电式增程混合动力多用途乘用车 / 纯电动多用途乘用车,问界M9,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,175,一、汽车生产企业,1,1,1,0,1
405:SQH5035X,405:SQH5035X:confirmed,405,SQH5035X,勤宏,四川川宏机械有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十二)29,民用改装车生产企业,0,0,1,0,0
405:SQR6490,405:SQR6490:confirmed,405,SQR6490,奇瑞,奇瑞汽车股份有限公司,插电式混合动力多用途乘用车,风云T9L,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,1,0,1,0,1
405:SQR6502,405:SQR6502:confirmed,405,SQR6502,星途,奇瑞汽车股份有限公司,纯电动多用途乘用车,ET7,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,119,一、汽车生产企业,0,1,1,0,1
405:SQR7000,405:SQR7000:confirmed,405,SQR7000,奇瑞,奇瑞汽车股份有限公司,纯电动轿车,风云A9,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,119,一、汽车生产企业,0,1,1,0,1
405:STZ5043X,405:STZ5043X:confirmed,405,STZ5043X,唐骏,山东唐骏重工有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)270,民用改装车生产企业,0,0,1,0,0
405:SZY5066X,405:SZY5066X:confirmed,405,SZY5066X,中意,江苏中意汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十)61,民用改装车生产企业,0,0,1,0,0
405:WHJ6451,405:WHJ6451:confirmed,405,WHJ6451,凯翼,宜宾凯翼汽车有限公司,纯电动多用途乘用车,江豚E5,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,137,一、汽车生产企业,0,1,1,0,1
405:WHJ6520,405:WHJ6520:confirmed,405,WHJ6520,凯翼,宜宾凯翼汽车有限公司,纯电动多用途乘用车,江豚E6 PLUS,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,137,一、汽车生产企业,0,1,1,0,1
405:WLP5039X,405:WLP5039X:confirmed,405,WLP5039X,沃勒创精,沃勒（天津）汽车制造有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二)41,民用改装车生产企业,0,0,1,0,0
405:WTF5071X,405:WTF5071X:confirmed,405,WTF5071X,威尔特芬,湖北威尔特芬房车科技有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)241,民用改装车生产企业,0,0,1,0,0
405:YQZ6452,405:YQZ6452:confirmed,405,YQZ6452,起亚,江苏悦达起亚汽车有限公司,多用途乘用车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,47,一、汽车生产企业,0,0,1,0,0
405:ZJF5047X,405:ZJF5047X:confirmed,405,ZJF5047X,尚游惠,天津中景汽车制造有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/4/14/art_1691_12236.html,2026-04-14,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二)40,民用改装车生产企业,0,0,1,0,0
406:ABL5041X,406:ABL5041X:confirmed,406,ABL5041X,金宝路,宝路汽车产业（十堰）有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)225,民用改装车生产企业,0,0,1,0,0
406:ABL5061X,406:ABL5061X:confirmed,406,ABL5061X,金宝路,宝路汽车产业（十堰）有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)225,民用改装车生产企业,0,0,1,0,0
406:AHC6450,406:AHC6450:confirmed,406,AHC6450,埃安(AION),广汽埃安新能源汽车股份有限公司,纯电动多用途乘用车,埃安Y Plus,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,216,一、汽车生产企业,0,1,1,0,1
406:AHC6460,406:AHC6460:confirmed,406,AHC6460,埃安(AION),广汽埃安新能源汽车股份有限公司,纯电动多用途乘用车,埃安N60,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,216,一、汽车生产企业,0,1,1,0,1
406:AHC7000,406:AHC7000:confirmed,406,AHC7000,启境,广汽埃安新能源汽车股份有限公司,纯电动轿车,启境GT7,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,216,一、汽车生产企业,0,1,1,0,1
406:BJ6480,406:BJ6480:confirmed,406,BJ6480,极狐(ARCFOX),北汽蓝谷麦格纳汽车有限公司,插电式增程混合动力多用途乘用车 / 纯电动多用途乘用车,αT5,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,45,一、汽车生产企业,0,1,1,0,1
406:BJ7000,406:BJ7000:confirmed,406,BJ7000,极狐,北京新能源汽车股份有限公司,换电式纯电动轿车 / 纯电动轿车,EU8,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,11,一、汽车生产企业,0,1,2,1,1
406:BMW6495,406:BMW6495:confirmed,406,BMW6495,宝马(BMW),华晨宝马汽车有限公司,纯电动多用途乘用车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,33,一、汽车生产企业,0,0,1,0,0
406:BTQ5077X,406:BTQ5077X:confirmed,406,BTQ5077X,舜泰,舜泰汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)394,民用改装车生产企业,0,0,1,0,0
406:BYD6480,406:BYD6480:confirmed,406,BYD6480,比亚迪,比亚迪汽车有限公司,纯电动多用途乘用车,比亚迪海狮06,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,108,一、汽车生产企业,0,1,1,0,1
406:BYD7000,406:BYD7000:confirmed,406,BYD7000,比亚迪,比亚迪汽车有限公司,纯电动轿车,比亚迪海豹08,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,108,一、汽车生产企业,0,1,1,0,1
406:CA7009,406:CA7009:confirmed,406,CA7009,一汽,中国第一汽车集团有限公司,纯电动轿车,悦意08,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,1,一、汽车生产企业,0,1,1,0,1
406:CA7153,406:CA7153:confirmed,406,CA7153,红旗,中国第一汽车集团有限公司,插电式混合动力轿车,红旗H7,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式混合动力轿车,passenger_vehicle,sedan,in_scope,1,一、汽车生产企业,0,1,1,0,1
406:CC6491,406:CC6491:confirmed,406,CC6491,哈弗,长城汽车股份有限公司,插电式混合动力多用途乘用车,哈弗猛龙 PLUS,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,15,一、汽车生产企业,1,0,1,0,1
406:CC6510,406:CC6510:confirmed,406,CC6510,哈弗,长城汽车股份有限公司,插电式混合动力多用途乘用车,HX;H10,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,15,一、汽车生产企业,1,1,1,1,1
406:CC6520,406:CC6520:confirmed,406,CC6520,魏,长城汽车股份有限公司,插电式混合动力多用途乘用车,V9,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,15,一、汽车生产企业,1,1,1,0,1
406:CC6530,406:CC6530:confirmed,406,CC6530,哈弗,长城汽车股份有限公司,插电式混合动力多用途乘用车,HX;H10,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,15,一、汽车生产企业,1,1,1,0,1
406:CC7000,406:CC7000:confirmed,406,CC7000,欧拉,长城汽车股份有限公司,纯电动轿车,ORA 5,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,15,一、汽车生产企业,0,1,1,0,1
406:CC7150,406:CC7150:confirmed,406,CC7150,欧拉,长城汽车股份有限公司,混合动力轿车 / 轿车,ORA 5,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,混合动力轿车,passenger_vehicle,sedan,in_scope,15,一、汽车生产企业,1,0,1,0,1
406:CSA6453,406:CSA6453:confirmed,406,CSA6453,名爵,上海汽车集团股份有限公司,纯电动运动型乘用车,MG 4X,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动运动型乘用车,passenger_vehicle,suv_mpv,in_scope,122,一、汽车生产企业,0,1,1,0,1
406:CSA7002,406:CSA7002:confirmed,406,CSA7002,智己,上海汽车集团股份有限公司,纯电动轿车,L6,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,122,一、汽车生产企业,0,1,1,0,1
406:CSA7009,406:CSA7009:confirmed,406,CSA7009,荣威,上海汽车集团股份有限公司,换电式纯电动轿车,D7,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,换电式纯电动轿车,passenger_vehicle,sedan,in_scope,122,一、汽车生产企业,0,1,1,0,1
406:CXF5150X,406:CXF5150X:confirmed,406,CXF5150X,程力新富,程力新富襄阳汽车股份有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)188,民用改装车生产企业,0,0,1,0,0
406:DCQ5045X,406:DCQ5045X:confirmed,406,DCQ5045X,大驰,大驰智能汽车（日照）有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)466,民用改装车生产企业,0,0,1,0,0
406:DCQ5062X,406:DCQ5062X:confirmed,406,DCQ5062X,大驰,大驰智能汽车（日照）有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)466,民用改装车生产企业,0,0,1,0,0
406:DJV5070X,406:DJV5070X:confirmed,406,DJV5070X,东嘉加乐,南充东嘉新能源汽车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(二十二)68,民用改装车生产企业,0,0,1,0,0
406:ELT5040X,406:ELT5040X:confirmed,406,ELT5040X,闽特,福建省一禄通特种车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十三)69,民用改装车生产企业,0,0,1,0,0
406:EQ2035,406:EQ2035:confirmed,406,EQ2035,猛士,东风汽车集团有限公司,插电式混合动力越野乘用车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,3,一、汽车生产企业,0,0,1,0,0
406:EQ2036,406:EQ2036:confirmed,406,EQ2036,猛士,东风汽车集团有限公司,插电式混合动力越野乘用车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式混合动力越野乘用车,passenger_vehicle,suv_mpv,in_scope,3,一、汽车生产企业,0,0,1,0,0
406:FHA5030X,406:FHA5030X:confirmed,406,FHA5030X,景飞,上海辅恒汽车技术有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(九)50,民用改装车生产企业,0,0,1,0,0
406:FZ6430,406:FZ6430:confirmed,406,FZ6430,零跑,零跑汽车有限公司,纯电动多用途乘用车,A10,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,58,一、汽车生产企业,0,1,1,0,1
406:FZ6470,406:FZ6470:confirmed,406,FZ6470,零跑,零跑汽车有限公司,插电式增程混合动力多用途乘用车 / 纯电动多用途乘用车,C10,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,58,一、汽车生产企业,1,1,1,0,1
406:FZ6490,406:FZ6490:confirmed,406,FZ6490,零跑,零跑汽车有限公司,插电式增程混合动力多用途乘用车 / 纯电动多用途乘用车,C16,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式增程混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,58,一、汽车生产企业,1,1,1,0,1
406:FZ7000,406:FZ7000:confirmed,406,FZ7000,零跑,零跑汽车有限公司,纯电动轿车,A05,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,58,一、汽车生产企业,0,1,1,0,1
406:GAC6490,406:GAC6490:confirmed,406,GAC6490,传祺(Trumpchi),广汽传祺汽车有限公司,插电式混合动力多用途乘用车,传祺向往S7;传祺S7,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,89,一、汽车生产企业,1,0,1,0,1
406:GAC6501,406:GAC6501:confirmed,406,GAC6501,传祺(Trumpchi),广汽传祺汽车有限公司,插电式混合动力多用途乘用车,传祺向往E8,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式混合动力多用途乘用车,passenger_vehicle,suv_mpv,in_scope,89,一、汽车生产企业,1,1,1,0,1
406:HBG5030X,406:HBG5030X:confirmed,406,HBG5030X,瑞旅,喜爱汽车股份有限公司,插电式混合动力旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)42,民用改装车生产企业,0,0,1,0,0
406:HQ6472,406:HQ6472:confirmed,406,HQ6472,吉利,浙江豪情汽车制造有限公司,多用途乘用车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,0,0,1,0,0
406:HTL5033X,406:HTL5033X:confirmed,406,HTL5033X,聊工,聊城聊工工程机械有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)225,民用改装车生产企业,0,0,1,0,0
406:JL6441,406:JL6441:confirmed,406,JL6441,帝豪,浙江豪情汽车制造有限公司,多用途乘用车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,0,0,1,0,0
406:JL6481,406:JL6481:confirmed,406,JL6481,远程,浙江豪情汽车制造有限公司,换电式纯电动多用途乘用车 / 纯电动多用途乘用车,星享V6E,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,换电式纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,0,1,1,0,1
406:JL6484,406:JL6484:confirmed,406,JL6484,吉利,浙江豪情汽车制造有限公司,多用途乘用车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,0,0,1,0,0
406:JL6501,406:JL6501:confirmed,406,JL6501,远程,浙江豪情汽车制造有限公司,纯电动多用途乘用车,远程V7E,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,0,1,1,0,1
406:JL6541,406:JL6541:confirmed,406,JL6541,远程,浙江豪情汽车制造有限公司,纯电动多用途乘用车,远程V8E,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动多用途乘用车,passenger_vehicle,suv_mpv,in_scope,52,一、汽车生产企业,0,1,1,0,1
406:JL7001,406:JL7001:confirmed,406,JL7001,吉利,浙江豪情汽车制造有限公司,纯电动轿车,星愿STAR、星愿,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,纯电动轿车,passenger_vehicle,sedan,in_scope,52,一、汽车生产企业,0,1,1,0,1
406:JSL5045X,406:JSL5045X:confirmed,406,JSL5045X,骏隆,江苏长隆特种汽车有限公司,插电式增程混合动力旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式增程混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十)202,民用改装车生产企业,0,0,1,0,0
406:JX1036,406:JX1036:confirmed,406,JX1036,福特,江铃汽车股份有限公司,多用途货车 / 多用途货车底盘,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,多用途货车,passenger_vehicle,suv_mpv,in_scope,61,一、汽车生产企业,0,0,1,0,0
406:JX1037,406:JX1037:confirmed,406,JX1037,福特,江铃汽车股份有限公司,多用途货车 / 多用途货车底盘,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,多用途货车,passenger_vehicle,suv_mpv,in_scope,61,一、汽车生产企业,0,0,1,0,0
406:JYF5040X,406:JYF5040X:confirmed,406,JYF5040X,隆吉瑞,湖北吉野房车装备有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十七)281,民用改装车生产企业,0,0,1,0,0
406:LMJ5065X,406:LMJ5065X:confirmed,406,LMJ5065X,美景如家,山东美景美家房车有限公司,插电式增程混合动力旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,插电式增程混合动力旅居车,passenger_vehicle,suv_mpv,in_scope,(十五)440,民用改装车生产企业,0,0,1,0,0
406:LUX5180X,406:LUX5180X:confirmed,406,LUX5180X,禹行,江西杭越房车有限公司,旅居车,,https://www.miit-eidc.org.cn/art/2026/5/9/art_1691_12292.html,2026-05-09,eidc,confirmed,high,旅居车,passenger_vehicle,suv_mpv,in_scope,(十四)47,民用改装车生产企业,0,0,1,0,0
