order_number,product_name,lock_time,config_version,attribute,value,value_code,code,included
SO389752071156820,智己LS8 52 Max+ 奢享大六座,2026-04-28 15:24:59,奢享大六座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO389752071156820,智己LS8 52 Max+ 奢享大六座,2026-04-28 15:24:59,奢享大六座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO389752071156820,智己LS8 52 Max+ 奢享大六座,2026-04-28 15:24:59,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO389752071156820,智己LS8 52 Max+ 奢享大六座,2026-04-28 15:24:59,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO389858478165971,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:11:31,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO389858478165971,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:11:31,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO389858478165971,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:11:31,奢享大六座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO389858478165971,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:11:31,奢享大六座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO389858478165971,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:11:31,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO389858478165971,智己LS8 52 Max+ 奢享大六座,2026-04-16 22:11:31,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO389901557553165,智己LS8 52 Max+ 奢享大六座,2026-06-19 17:34:38,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO389901557553165,智己LS8 52 Max+ 奢享大六座,2026-06-19 17:34:38,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO389901557553165,智己LS8 52 Max+ 奢享大六座,2026-06-19 17:34:38,奢享大六座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO389901557553165,智己LS8 52 Max+ 奢享大六座,2026-06-19 17:34:38,奢享大六座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO389901557553165,智己LS8 52 Max+ 奢享大六座,2026-06-19 17:34:38,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO389901557553165,智己LS8 52 Max+ 奢享大六座,2026-06-19 17:34:38,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO389911101331335,智己LS8 52 Max+ 科技旗舰大五座,2026-05-07 14:36:14,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO389911101331335,智己LS8 52 Max+ 科技旗舰大五座,2026-05-07 14:36:14,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO389911101331335,智己LS8 52 Max+ 科技旗舰大五座,2026-05-07 14:36:14,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO389911101331335,智己LS8 52 Max+ 科技旗舰大五座,2026-05-07 14:36:14,科技旗舰大五座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO389911101331335,智己LS8 52 Max+ 科技旗舰大五座,2026-05-07 14:36:14,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO389911101331335,智己LS8 52 Max+ 科技旗舰大五座,2026-05-07 14:36:14,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO389911101331335,智己LS8 52 Max+ 科技旗舰大五座,2026-05-07 14:36:14,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO389984631083922,智己LS8 52 Max+ 奢享大六座,2026-06-04 18:17:12,奢享大六座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO389984631083922,智己LS8 52 Max+ 奢享大六座,2026-06-04 18:17:12,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO389984631083922,智己LS8 52 Max+ 奢享大六座,2026-06-04 18:17:12,奢享大六座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO389984631083922,智己LS8 52 Max+ 奢享大六座,2026-06-04 18:17:12,奢享大六座 52 Max+,外饰,布莱德绿,EX1-GYC,EX1-GYC,True
SO389984631083922,智己LS8 52 Max+ 奢享大六座,2026-06-04 18:17:12,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO389984631083922,智己LS8 52 Max+ 奢享大六座,2026-06-04 18:17:12,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO390070374813768,智己LS8 66 Ultra 科技旗舰大五座,2026-04-17 12:22:25,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,是,Y,Y,True
SO390070374813768,智己LS8 66 Ultra 科技旗舰大五座,2026-04-17 12:22:25,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO390070374813768,智己LS8 66 Ultra 科技旗舰大五座,2026-04-17 12:22:25,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO390070374813768,智己LS8 66 Ultra 科技旗舰大五座,2026-04-17 12:22:25,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO390070374813768,智己LS8 66 Ultra 科技旗舰大五座,2026-04-17 12:22:25,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO390070374813768,智己LS8 66 Ultra 科技旗舰大五座,2026-04-17 12:22:25,科技旗舰大五座 66 Ultra,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO390070374813768,智己LS8 66 Ultra 科技旗舰大五座,2026-04-17 12:22:25,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO390070374813768,智己LS8 66 Ultra 科技旗舰大五座,2026-04-17 12:22:25,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO390549366463829,智己LS8 52 Max+ 科技旗舰大五座,2026-06-17 15:49:21,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO390549366463829,智己LS8 52 Max+ 科技旗舰大五座,2026-06-17 15:49:21,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO390549366463829,智己LS8 52 Max+ 科技旗舰大五座,2026-06-17 15:49:21,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO390549366463829,智己LS8 52 Max+ 科技旗舰大五座,2026-06-17 15:49:21,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO390549366463829,智己LS8 52 Max+ 科技旗舰大五座,2026-06-17 15:49:21,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO390549366463829,智己LS8 52 Max+ 科技旗舰大五座,2026-06-17 15:49:21,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO390549366463829,智己LS8 52 Max+ 科技旗舰大五座,2026-06-17 15:49:21,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO390554685297598,智己LS8 52 Max+ 科技旗舰大五座,2026-05-17 15:14:17,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO390554685297598,智己LS8 52 Max+ 科技旗舰大五座,2026-05-17 15:14:17,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO390554685297598,智己LS8 52 Max+ 科技旗舰大五座,2026-05-17 15:14:17,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO390554685297598,智己LS8 52 Max+ 科技旗舰大五座,2026-05-17 15:14:17,科技旗舰大五座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO390554685297598,智己LS8 52 Max+ 科技旗舰大五座,2026-05-17 15:14:17,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO390554685297598,智己LS8 52 Max+ 科技旗舰大五座,2026-05-17 15:14:17,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO390554685297598,智己LS8 52 Max+ 科技旗舰大五座,2026-05-17 15:14:17,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO390657372131629,智己LS8 52 Max+ 科技旗舰大五座,2026-05-31 16:03:30,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO390657372131629,智己LS8 52 Max+ 科技旗舰大五座,2026-05-31 16:03:30,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO390657372131629,智己LS8 52 Max+ 科技旗舰大五座,2026-05-31 16:03:30,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO390657372131629,智己LS8 52 Max+ 科技旗舰大五座,2026-05-31 16:03:30,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO390657372131629,智己LS8 52 Max+ 科技旗舰大五座,2026-05-31 16:03:30,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO390657372131629,智己LS8 52 Max+ 科技旗舰大五座,2026-05-31 16:03:30,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO390657372131629,智己LS8 52 Max+ 科技旗舰大五座,2026-05-31 16:03:30,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO390784301538586,智己LS8 52 Max+ 科技旗舰大五座,2026-05-06 19:52:14,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO390784301538586,智己LS8 52 Max+ 科技旗舰大五座,2026-05-06 19:52:14,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO390784301538586,智己LS8 52 Max+ 科技旗舰大五座,2026-05-06 19:52:14,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO390784301538586,智己LS8 52 Max+ 科技旗舰大五座,2026-05-06 19:52:14,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO390784301538586,智己LS8 52 Max+ 科技旗舰大五座,2026-05-06 19:52:14,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO390784301538586,智己LS8 52 Max+ 科技旗舰大五座,2026-05-06 19:52:14,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO390784301538586,智己LS8 52 Max+ 科技旗舰大五座,2026-05-06 19:52:14,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO390919753576279,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 14:39:39,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO390919753576279,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 14:39:39,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO390919753576279,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 14:39:39,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO390919753576279,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 14:39:39,科技旗舰大五座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO390919753576279,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 14:39:39,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO390919753576279,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 14:39:39,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO390919753576279,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 14:39:39,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO390926081882032,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 18:14:37,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO390926081882032,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 18:14:37,科技旗舰大五座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO390926081882032,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 18:14:37,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO390926081882032,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 18:14:37,科技旗舰大五座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO390926081882032,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 18:14:37,科技旗舰大五座 52 Max+,外饰,阿尔卑斯白,EX1-WSE,EX1-WSE,True
SO390926081882032,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 18:14:37,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO390926081882032,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 18:14:37,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO391082806555248,智己LS8 52 Max+ 奢享大六座,2026-04-17 09:00:19,奢享大六座 52 Max+,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO391082806555248,智己LS8 52 Max+ 奢享大六座,2026-04-17 09:00:19,奢享大六座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391082806555248,智己LS8 52 Max+ 奢享大六座,2026-04-17 09:00:19,奢享大六座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO391082806555248,智己LS8 52 Max+ 奢享大六座,2026-04-17 09:00:19,奢享大六座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO391082806555248,智己LS8 52 Max+ 奢享大六座,2026-04-17 09:00:19,奢享大六座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO391082806555248,智己LS8 52 Max+ 奢享大六座,2026-04-17 09:00:19,奢享大六座 52 Max+,IM 智控地暖系统,否,N,N,False
SO391085041449724,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 12:16:12,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO391085041449724,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 12:16:12,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO391085041449724,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 12:16:12,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391085041449724,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 12:16:12,科技旗舰大五座 52 Max+,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO391085041449724,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 12:16:12,科技旗舰大五座 52 Max+,外饰,阿尔卑斯白,EX1-WSE,EX1-WSE,True
SO391085041449724,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 12:16:12,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO391085041449724,智己LS8 52 Max+ 科技旗舰大五座,2026-05-01 12:16:12,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO391102474036426,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:36:26,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO391102474036426,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:36:26,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO391102474036426,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:36:26,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391102474036426,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:36:26,科技旗舰大五座 66 Ultra,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO391102474036426,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:36:26,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO391102474036426,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:36:26,科技旗舰大五座 66 Ultra,外饰,阿尔卑斯白,EX1-WSE,EX1-WSE,True
SO391102474036426,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:36:26,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO391102474036426,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 20:36:26,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO391152686159158,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:27:29,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,是,Y,Y,True
SO391152686159158,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:27:29,科技旗舰大五座 66 Ultra,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO391152686159158,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:27:29,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391152686159158,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:27:29,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO391152686159158,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:27:29,科技旗舰大五座 66 Ultra,全线控转向系统,是,Y,Y,True
SO391152686159158,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:27:29,科技旗舰大五座 66 Ultra,外饰,布莱德绿,EX1-GYC,EX1-GYC,True
SO391152686159158,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:27:29,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO391152686159158,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:27:29,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO391165950347452,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 21:09:01,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO391165950347452,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 21:09:01,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO391165950347452,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 21:09:01,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391165950347452,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 21:09:01,科技旗舰大五座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO391165950347452,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 21:09:01,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO391165950347452,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 21:09:01,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO391165950347452,智己LS8 52 Max+ 科技旗舰大五座,2026-04-23 21:09:01,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO391225048998518,智己LS8 66 Ultra 奢享大六座,2026-04-18 16:58:22,奢享大六座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO391225048998518,智己LS8 66 Ultra 奢享大六座,2026-04-18 16:58:22,奢享大六座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391225048998518,智己LS8 66 Ultra 奢享大六座,2026-04-18 16:58:22,奢享大六座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO391225048998518,智己LS8 66 Ultra 奢享大六座,2026-04-18 16:58:22,奢享大六座 66 Ultra,全线控转向系统,否,N,N,False
SO391225048998518,智己LS8 66 Ultra 奢享大六座,2026-04-18 16:58:22,奢享大六座 66 Ultra,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO391225048998518,智己LS8 66 Ultra 奢享大六座,2026-04-18 16:58:22,奢享大六座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO391225048998518,智己LS8 66 Ultra 奢享大六座,2026-04-18 16:58:22,奢享大六座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO391290384366231,智己LS8 52 Max+ 科技旗舰大五座,2026-04-19 20:02:51,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO391290384366231,智己LS8 52 Max+ 科技旗舰大五座,2026-04-19 20:02:51,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO391290384366231,智己LS8 52 Max+ 科技旗舰大五座,2026-04-19 20:02:51,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391290384366231,智己LS8 52 Max+ 科技旗舰大五座,2026-04-19 20:02:51,科技旗舰大五座 52 Max+,内饰,大象灰棕,IN3-ASA,IN3-ASA,True
SO391290384366231,智己LS8 52 Max+ 科技旗舰大五座,2026-04-19 20:02:51,科技旗舰大五座 52 Max+,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO391290384366231,智己LS8 52 Max+ 科技旗舰大五座,2026-04-19 20:02:51,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO391290384366231,智己LS8 52 Max+ 科技旗舰大五座,2026-04-19 20:02:51,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO391388731130018,智己LS8 66 Ultra 科技旗舰大五座,2026-06-13 16:30:53,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO391388731130018,智己LS8 66 Ultra 科技旗舰大五座,2026-06-13 16:30:53,科技旗舰大五座 66 Ultra,方向盘,全幅柔感瞬热方向盘,Full,Full,True
SO391388731130018,智己LS8 66 Ultra 科技旗舰大五座,2026-06-13 16:30:53,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391388731130018,智己LS8 66 Ultra 科技旗舰大五座,2026-06-13 16:30:53,科技旗舰大五座 66 Ultra,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO391388731130018,智己LS8 66 Ultra 科技旗舰大五座,2026-06-13 16:30:53,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO391388731130018,智己LS8 66 Ultra 科技旗舰大五座,2026-06-13 16:30:53,科技旗舰大五座 66 Ultra,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO391388731130018,智己LS8 66 Ultra 科技旗舰大五座,2026-06-13 16:30:53,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO391388731130018,智己LS8 66 Ultra 科技旗舰大五座,2026-06-13 16:30:53,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO391398476966489,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:48:11,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO391398476966489,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:48:11,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO391398476966489,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:48:11,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391398476966489,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:48:11,科技旗舰大五座 66 Ultra,内饰,大象灰黑,IN2-ASH,IN2-ASH,True
SO391398476966489,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:48:11,科技旗舰大五座 66 Ultra,全线控转向系统,是,Y,Y,True
SO391398476966489,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:48:11,科技旗舰大五座 66 Ultra,外饰,乔戈里银,EX1-SSA,EX1-SSA,True
SO391398476966489,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:48:11,科技旗舰大五座 66 Ultra,已选,超远距高精度激光雷达,Stand,Stand,True
SO391398476966489,智己LS8 66 Ultra 科技旗舰大五座,2026-04-16 22:48:11,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
SO391504671238724,智己LS8 52 Max+ 科技旗舰大五座,2026-06-14 17:12:53,科技旗舰大五座 52 Max+,21.5英寸二排观影屏,否,N,N,False
SO391504671238724,智己LS8 52 Max+ 科技旗舰大五座,2026-06-14 17:12:53,科技旗舰大五座 52 Max+,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO391504671238724,智己LS8 52 Max+ 科技旗舰大五座,2026-06-14 17:12:53,科技旗舰大五座 52 Max+,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391504671238724,智己LS8 52 Max+ 科技旗舰大五座,2026-06-14 17:12:53,科技旗舰大五座 52 Max+,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO391504671238724,智己LS8 52 Max+ 科技旗舰大五座,2026-06-14 17:12:53,科技旗舰大五座 52 Max+,外饰,帕米尔灰,EX1-AEG,EX1-AEG,True
SO391504671238724,智己LS8 52 Max+ 科技旗舰大五座,2026-06-14 17:12:53,科技旗舰大五座 52 Max+,已选,奢华智选包,Pro,Pro,True
SO391504671238724,智己LS8 52 Max+ 科技旗舰大五座,2026-06-14 17:12:53,科技旗舰大五座 52 Max+,IM 智控地暖系统,否,N,N,False
SO391860516486523,智己LS8 66 Ultra 科技旗舰大五座,2026-07-26 10:21:56,科技旗舰大五座 66 Ultra,21.5英寸二排观影屏,否,N,N,False
SO391860516486523,智己LS8 66 Ultra 科技旗舰大五座,2026-07-26 10:21:56,科技旗舰大五座 66 Ultra,方向盘,超广角视野全幅柔感瞬热方向盘,Oval,Oval,True
SO391860516486523,智己LS8 66 Ultra 科技旗舰大五座,2026-07-26 10:21:56,科技旗舰大五座 66 Ultra,轮毂,21英寸星耀超多辐豪华轮辋,SD-TI21-J,SD-TI21-J,True
SO391860516486523,智己LS8 66 Ultra 科技旗舰大五座,2026-07-26 10:21:56,科技旗舰大五座 66 Ultra,内饰,大象灰米,IN2-AMA,IN2-AMA,True
SO391860516486523,智己LS8 66 Ultra 科技旗舰大五座,2026-07-26 10:21:56,科技旗舰大五座 66 Ultra,全线控转向系统,否,N,N,False
SO391860516486523,智己LS8 66 Ultra 科技旗舰大五座,2026-07-26 10:21:56,科技旗舰大五座 66 Ultra,外饰,奥林匹斯黑,EX1-PYX,EX1-PYX,True
SO391860516486523,智己LS8 66 Ultra 科技旗舰大五座,2026-07-26 10:21:56,科技旗舰大五座 66 Ultra,已选,奢华智选包,Pro,Pro,True
SO391860516486523,智己LS8 66 Ultra 科技旗舰大五座,2026-07-26 10:21:56,科技旗舰大五座 66 Ultra,IM 智控地暖系统,否,N,N,False
